dia,mp10_0,mp25_0,nox_0,o3_0,i1
2020-05-01,N2 - Moderada,N2 - Moderada,N1 - Boa,N2 - Moderada,MEDIA-BAIXA
2020-05-02,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-03,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-04,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-05,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-06,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-07,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-08,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-09,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-10,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-11,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-12,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-13,N1 - Boa,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-05-14,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-15,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-16,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-17,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-18,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-19,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-20,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA
2020-05-21,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA
2020-05-22,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-23,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-24,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-25,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-26,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-05-27,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-28,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-05-29,N2 - Moderada,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-05-30,N2 - Moderada,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-05-31,N2 - Moderada,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-06-01,N2 - Moderada,N2 - Moderada,N2 - Moderada,N1 - Boa,MEDIA-BAIXA
2020-06-02,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-03,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-06-04,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-06-05,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-06-06,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-07,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-06-08,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-06-09,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-10,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-11,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-12,N2 - Moderada,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-13,N2 - Moderada,N2 - Moderada,N2 - Moderada,N1 - Boa,BAIXA
2020-06-14,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-06-15,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-06-16,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-17,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-06-18,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-19,N1 - Boa,N1 - Boa,N2 - Moderada,N1 - Boa,BAIXA
2020-06-20,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-21,N2 - Moderada,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-06-22,N2 - Moderada,N2 - Moderada,N2 - Moderada,N1 - Boa,BAIXA
2020-06-23,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-24,N1 - Boa,N1 - Boa,N2 - Moderada,N1 - Boa,BAIXA
2020-06-25,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-26,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-27,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-28,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-29,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-06-30,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-01,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-02,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-03,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-04,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-05,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-06,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-07,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-08,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-09,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-10,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-11,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-12,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-13,N1 - Boa,N1 - Boa,N2 - Moderada,N1 - Boa,MEDIA
2020-07-14,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-15,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-16,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-17,N1 - Boa,N2 - Moderada,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-18,N1 - Boa,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-07-19,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-20,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-21,N2 - Moderada,N1 - Boa,N2 - Moderada,N1 - Boa,MEDIA-BAIXA
2020-07-22,N2 - Moderada,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA
2020-07-23,N2 - Moderada,N2 - Moderada,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-24,N2 - Moderada,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-25,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-26,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-27,N1 - Boa,N1 - Boa,N2 - Moderada,N1 - Boa,MEDIA-BAIXA
2020-07-28,N2 - Moderada,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-29,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-07-30,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-07-31,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-01,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-02,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-03,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-08-04,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-05,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-06,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-07,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-08-08,N1 - Boa,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-08-09,N1 - Boa,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-08-10,N2 - Moderada,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-08-11,N2 - Moderada,N2 - Moderada,N2 - Moderada,N1 - Boa,BAIXA
2020-08-12,N2 - Moderada,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-08-13,N2 - Moderada,N2 - Moderada,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-08-14,N2 - Moderada,N2 - Moderada,N1 - Boa,N2 - Moderada,BAIXA
2020-08-15,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-16,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-17,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-18,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-19,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-20,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-21,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-22,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-23,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-24,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-25,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-26,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-27,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-08-28,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-08-29,N2 - Moderada,N2 - Moderada,N1 - Boa,N1 - Boa,BAIXA
2020-08-30,N1 - Boa,N2 - Moderada,N1 - Boa,N2 - Moderada,MEDIA-BAIXA
2020-08-31,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-01,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-02,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-03,N1 - Boa,N1 - Boa,N2 - Moderada,N2 - Moderada,BAIXA
2020-09-04,N2 - Moderada,N2 - Moderada,N2 - Moderada,N1 - Boa,BAIXA
2020-09-05,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-09-06,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-09-07,N1 - Boa,N2 - Moderada,N1 - Boa,N3 - Ruim,BAIXA
2020-09-08,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-09-09,N1 - Boa,N2 - Moderada,N1 - Boa,N2 - Moderada,BAIXA
2020-09-10,N2 - Moderada,N2 - Moderada,N2 - Moderada,N3 - Ruim,BAIXA
2020-09-11,N2 - Moderada,N2 - Moderada,N1 - Boa,N3 - Ruim,BAIXA
2020-09-12,N2 - Moderada,N2 - Moderada,N1 - Boa,N3 - Ruim,BAIXA
2020-09-13,N2 - Moderada,N2 - Moderada,N1 - Boa,N3 - Ruim,BAIXA
2020-09-14,N2 - Moderada,N2 - Moderada,N1 - Boa,N3 - Ruim,BAIXA
2020-09-15,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,MEDIA-BAIXA
2020-09-16,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-09-17,N2 - Moderada,N2 - Moderada,N1 - Boa,N2 - Moderada,BAIXA
2020-09-18,N2 - Moderada,N2 - Moderada,N2 - Moderada,N1 - Boa,BAIXA
2020-09-19,N2 - Moderada,N3 - Ruim,N2 - Moderada,N3 - Ruim,BAIXA
2020-09-20,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-21,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-22,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-23,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-24,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-25,N1 - Boa,N1 - Boa,N1 - Boa,N3 - Ruim,BAIXA
2020-09-26,N2 - Moderada,N2 - Moderada,N1 - Boa,N3 - Ruim,BAIXA
2020-09-27,N2 - Moderada,N2 - Moderada,N1 - Boa,N2 - Moderada,BAIXA
2020-09-28,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-29,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-09-30,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-10-01,N2 - Moderada,N2 - Moderada,N2 - Moderada,N3 - Ruim,BAIXA
2020-10-02,N2 - Moderada,N2 - Moderada,N2 - Moderada,N3 - Ruim,BAIXA
2020-10-03,N1 - Boa,N2 - Moderada,N1 - Boa,N2 - Moderada,BAIXA
2020-10-04,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-05,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,MEDIA-BAIXA
2020-10-06,N2 - Moderada,N2 - Moderada,N1 - Boa,N2 - Moderada,BAIXA
2020-10-07,N2 - Moderada,N2 - Moderada,N1 - Boa,N2 - Moderada,BAIXA
2020-10-08,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-09,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-10,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-11,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-12,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-10-13,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-10-14,N1 - Boa,N2 - Moderada,N1 - Boa,N2 - Moderada,BAIXA
2020-10-15,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-16,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-17,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-18,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-19,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-20,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-21,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-22,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-23,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-24,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-25,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-26,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-27,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-10-28,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-10-29,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-10-30,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-10-31,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-01,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-02,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-03,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-04,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-05,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-06,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-07,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-11-08,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-11-09,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-11-10,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-11,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-11-12,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-13,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-14,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-11-15,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-11-16,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-11-17,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-18,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-19,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-20,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-21,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-22,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-23,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-24,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-25,N1 - Boa,N1 - Boa,N1 - Boa,N3 - Ruim,BAIXA
2020-11-26,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-27,N1 - Boa,N1 - Boa,N1 - Boa,N3 - Ruim,BAIXA
2020-11-28,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-11-29,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-11-30,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-01,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-02,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-03,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-04,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-12-05,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-06,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-07,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-08,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-09,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-12-10,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-11,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-12,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-13,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-14,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-15,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-16,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-12-17,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-18,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-19,N1 - Boa,N1 - Boa,N1 - Boa,N2 - Moderada,BAIXA
2020-12-20,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-21,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-22,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-23,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-24,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-25,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-26,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-27,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-28,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA
2020-12-29,N1 - Boa,N1 - Boa,N1 - Boa,N1 - Boa,BAIXA